,Order_ID,Customer_ID,Employee_ID,Order_Date,Require_date,Shipper_Date,Shipper_ID,Freight,Company_Name,Contact_Name,Contact_Title,Customer_City,Customer_Country,EmployeeName,Employee_Title,Employee_City,Employee_Country,Reports_To,Product_ID,Unit_Price,Quantity,Discount,Product_Name,Quantity_Per_Unit,Product_Unit_Price,Discontinued,Category_ID,Shipper_Company,Category_Name,Description
10,10251,VICTE,3,2013-07-08,2013-08-05,2013-07-15,1,41.34,Victuailles en stock,Mary Saveley,Sales Agent,Lyon,France,Janet Leverling,Sales Representative,New York,USA,8.0,65,16.8,20,0.0,Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,2,Speedy Express,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
11,10252,SUPRD,4,2013-07-09,2013-08-06,2013-07-11,2,51.3,Suprêmes délices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Margaret Peacock,Sales Representative,New York,USA,8.0,20,64.8,40,0.05,Sir Rodney's Marmalade,30 gift boxes,81.0,0,3,United Package,Confections,"Desserts, candies, and sweet breads"
12,10252,SUPRD,4,2013-07-09,2013-08-06,2013-07-11,2,51.3,Suprêmes délices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Margaret Peacock,Sales Representative,New York,USA,8.0,33,2.0,25,0.05,Geitost,500 g,2.5,0,4,United Package,Dairy Products,Cheeses
13,10252,SUPRD,4,2013-07-09,2013-08-06,2013-07-11,2,51.3,Suprêmes délices,Pascale Cartrain,Accounting Manager,Charleroi,Belgium,Margaret Peacock,Sales Representative,New York,USA,8.0,60,27.2,40,0.0,Camembert Pierrot,15 - 300 g rounds,34.0,0,4,United Package,Dairy Products,Cheeses
14,10253,HANAR,3,2013-07-10,2013-07-24,2013-07-16,2,58.17,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Janet Leverling,Sales Representative,New York,USA,8.0,31,10.0,20,0.0,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,United Package,Dairy Products,Cheeses
15,10253,HANAR,3,2013-07-10,2013-07-24,2013-07-16,2,58.17,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Janet Leverling,Sales Representative,New York,USA,8.0,39,14.4,42,0.0,Chartreuse verte,750 cc per bottle,18.0,0,1,United Package,Beverages,"Soft drinks, coffees, teas, beers, and ales"
16,10253,HANAR,3,2013-07-10,2013-07-24,2013-07-16,2,58.17,Hanari Carnes,Mario Pontes,Accounting Manager,Rio de Janeiro,Brazil,Janet Leverling,Sales Representative,New York,USA,8.0,49,16.0,40,0.0,Maxilaku,24 - 50 g pkgs.,20.0,0,3,United Package,Confections,"Desserts, candies, and sweet breads"
17,10254,CHOPS,5,2013-07-11,2013-08-08,2013-07-23,2,22.98,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Steven Buchanan,Sales Manager,London,UK,2.0,24,3.6,15,0.15,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,United Package,Beverages,"Soft drinks, coffees, teas, beers, and ales"
18,10254,CHOPS,5,2013-07-11,2013-08-08,2013-07-23,2,22.98,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Steven Buchanan,Sales Manager,London,UK,2.0,55,19.2,21,0.15,Pâté chinois,24 boxes x 2 pies,24.0,0,6,United Package,Meat & Poultry,Prepared meats
19,10254,CHOPS,5,2013-07-11,2013-08-08,2013-07-23,2,22.98,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,Steven Buchanan,Sales Manager,London,UK,2.0,74,8.0,21,0.0,Longlife Tofu,5 kg pkg.,10.0,0,7,United Package,Produce,Dried fruit and bean curd
20,10255,RICSU,9,2013-07-12,2013-08-09,2013-07-15,3,148.33,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Anne Dodsworth,Sales Representative,London,UK,5.0,2,15.2,20,0.0,Chang,24 - 12 oz bottles,19.0,0,1,Federal Shipping,Beverages,"Soft drinks, coffees, teas, beers, and ales"
21,10255,RICSU,9,2013-07-12,2013-08-09,2013-07-15,3,148.33,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Anne Dodsworth,Sales Representative,London,UK,5.0,16,13.9,35,0.0,Pavlova,32 - 500 g boxes,17.45,0,3,Federal Shipping,Confections,"Desserts, candies, and sweet breads"
22,10255,RICSU,9,2013-07-12,2013-08-09,2013-07-15,3,148.33,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Anne Dodsworth,Sales Representative,London,UK,5.0,36,15.2,25,0.0,Inlagd Sill,24 - 250 g  jars,19.0,0,8,Federal Shipping,Seafood,Seaweed and fish
23,10255,RICSU,9,2013-07-12,2013-08-09,2013-07-15,3,148.33,Richter Supermarkt,Michael Holz,Sales Manager,Genève,Switzerland,Anne Dodsworth,Sales Representative,London,UK,5.0,59,44.0,30,0.0,Raclette Courdavault,5 kg pkg.,55.0,0,4,Federal Shipping,Dairy Products,Cheeses
24,10256,WELLI,3,2013-07-15,2013-08-12,2013-07-17,2,13.97,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Janet Leverling,Sales Representative,New York,USA,8.0,53,26.2,15,0.0,Perth Pasties,48 pieces,32.8,1,6,United Package,Meat & Poultry,Prepared meats
25,10256,WELLI,3,2013-07-15,2013-08-12,2013-07-17,2,13.97,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Janet Leverling,Sales Representative,New York,USA,8.0,77,10.4,12,0.0,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,United Package,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
26,10257,HILAA,4,2013-07-16,2013-08-13,2013-07-22,3,81.91,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Margaret Peacock,Sales Representative,New York,USA,8.0,27,35.1,25,0.0,Schoggi Schokolade,100 - 100 g pieces,43.9,0,3,Federal Shipping,Confections,"Desserts, candies, and sweet breads"
27,10257,HILAA,4,2013-07-16,2013-08-13,2013-07-22,3,81.91,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Margaret Peacock,Sales Representative,New York,USA,8.0,39,14.4,6,0.0,Chartreuse verte,750 cc per bottle,18.0,0,1,Federal Shipping,Beverages,"Soft drinks, coffees, teas, beers, and ales"
28,10257,HILAA,4,2013-07-16,2013-08-13,2013-07-22,3,81.91,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,Margaret Peacock,Sales Representative,New York,USA,8.0,77,10.4,15,0.0,Original Frankfurter Grüne Soße,12 boxes,13.0,0,2,Federal Shipping,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
29,10258,ERNSH,1,2013-07-17,2013-08-14,2013-07-23,1,140.51,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,New York,USA,8.0,2,15.2,50,0.2,Chang,24 - 12 oz bottles,19.0,0,1,Speedy Express,Beverages,"Soft drinks, coffees, teas, beers, and ales"
30,10258,ERNSH,1,2013-07-17,2013-08-14,2013-07-23,1,140.51,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,New York,USA,8.0,5,17.0,65,0.2,Chef Anton's Gumbo Mix,36 boxes,21.35,1,2,Speedy Express,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
31,10258,ERNSH,1,2013-07-17,2013-08-14,2013-07-23,1,140.51,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Nancy Davolio,Sales Representative,New York,USA,8.0,32,25.6,6,0.2,Mascarpone Fabioli,24 - 200 g pkgs.,32.0,0,4,Speedy Express,Dairy Products,Cheeses
32,10259,CENTC,4,2013-07-18,2013-08-15,2013-07-25,3,3.25,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Mexico City,Mexico,Margaret Peacock,Sales Representative,New York,USA,8.0,21,8.0,10,0.0,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,0,3,Federal Shipping,Confections,"Desserts, candies, and sweet breads"
33,10259,CENTC,4,2013-07-18,2013-08-15,2013-07-25,3,3.25,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Mexico City,Mexico,Margaret Peacock,Sales Representative,New York,USA,8.0,37,20.8,1,0.0,Gravad lax,12 - 500 g pkgs.,26.0,0,8,Federal Shipping,Seafood,Seaweed and fish
34,10260,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,41,7.7,16,0.25,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,Speedy Express,Seafood,Seaweed and fish
35,10260,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,57,15.6,50,0.0,Ravioli Angelo,24 - 250 g pkgs.,19.5,0,5,Speedy Express,Grains & Cereals,"Breads, crackers, pasta, and cereal"
36,10260,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,62,39.4,15,0.25,Tarte au sucre,48 pies,49.3,0,3,Speedy Express,Confections,"Desserts, candies, and sweet breads"
37,10260,OTTIK,4,2013-07-19,2013-08-16,2013-07-29,1,55.09,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,70,12.0,21,0.25,Outback Lager,24 - 355 ml bottles,15.0,0,1,Speedy Express,Beverages,"Soft drinks, coffees, teas, beers, and ales"
38,10261,QUEDE,4,2013-07-19,2013-08-16,2013-07-30,2,3.05,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Margaret Peacock,Sales Representative,New York,USA,8.0,21,8.0,20,0.0,Sir Rodney's Scones,24 pkgs. x 4 pieces,10.0,0,3,United Package,Confections,"Desserts, candies, and sweet breads"
39,10261,QUEDE,4,2013-07-19,2013-08-16,2013-07-30,2,3.05,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Margaret Peacock,Sales Representative,New York,USA,8.0,35,14.4,20,0.0,Steeleye Stout,24 - 12 oz bottles,18.0,0,1,United Package,Beverages,"Soft drinks, coffees, teas, beers, and ales"
40,10262,RATTC,8,2013-07-22,2013-08-19,2013-07-25,3,48.29,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Laura Callahan,Sales Manager,New York,USA,2.0,5,17.0,12,0.2,Chef Anton's Gumbo Mix,36 boxes,21.35,1,2,Federal Shipping,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
41,10262,RATTC,8,2013-07-22,2013-08-19,2013-07-25,3,48.29,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Laura Callahan,Sales Manager,New York,USA,2.0,7,24.0,15,0.0,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30.0,0,7,Federal Shipping,Produce,Dried fruit and bean curd
42,10262,RATTC,8,2013-07-22,2013-08-19,2013-07-25,3,48.29,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Laura Callahan,Sales Manager,New York,USA,2.0,56,30.4,2,0.0,Gnocchi di nonna Alice,24 - 250 g pkgs.,38.0,0,5,Federal Shipping,Grains & Cereals,"Breads, crackers, pasta, and cereal"
43,10263,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Anne Dodsworth,Sales Representative,London,UK,5.0,16,13.9,60,0.25,Pavlova,32 - 500 g boxes,17.45,0,3,Federal Shipping,Confections,"Desserts, candies, and sweet breads"
44,10263,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Anne Dodsworth,Sales Representative,London,UK,5.0,24,3.6,28,0.0,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,Federal Shipping,Beverages,"Soft drinks, coffees, teas, beers, and ales"
45,10263,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Anne Dodsworth,Sales Representative,London,UK,5.0,30,20.7,60,0.25,Nord-Ost Matjeshering,10 - 200 g glasses,25.89,0,8,Federal Shipping,Seafood,Seaweed and fish
46,10263,ERNSH,9,2013-07-23,2013-08-20,2013-07-31,3,146.06,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Anne Dodsworth,Sales Representative,London,UK,5.0,74,8.0,36,0.25,Longlife Tofu,5 kg pkg.,10.0,0,7,Federal Shipping,Produce,Dried fruit and bean curd
47,10264,FOLKO,6,2013-07-24,2013-08-21,2013-08-23,3,3.67,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Michael Suyama,Sales Representative,London,UK,5.0,2,15.2,35,0.0,Chang,24 - 12 oz bottles,19.0,0,1,Federal Shipping,Beverages,"Soft drinks, coffees, teas, beers, and ales"
48,10264,FOLKO,6,2013-07-24,2013-08-21,2013-08-23,3,3.67,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,Michael Suyama,Sales Representative,London,UK,5.0,41,7.7,25,0.15,Jack's New England Clam Chowder,12 - 12 oz cans,9.65,0,8,Federal Shipping,Seafood,Seaweed and fish
49,10265,BLONP,2,2013-07-25,2013-08-22,2013-08-12,1,55.28,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,Andrew Fuller,Vice President Sales,New York,USA,,17,31.2,30,0.0,Alice Mutton,20 - 1 kg tins,39.0,1,6,Speedy Express,Meat & Poultry,Prepared meats
50,10265,BLONP,2,2013-07-25,2013-08-22,2013-08-12,1,55.28,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,Strasbourg,France,Andrew Fuller,Vice President Sales,New York,USA,,70,12.0,20,0.0,Outback Lager,24 - 355 ml bottles,15.0,0,1,Speedy Express,Beverages,"Soft drinks, coffees, teas, beers, and ales"
51,10266,WARTH,3,2013-07-26,2013-09-06,2013-07-31,3,25.73,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Janet Leverling,Sales Representative,New York,USA,8.0,12,30.4,12,0.05,Queso Manchego La Pastora,10 - 500 g pkgs.,38.0,0,4,Federal Shipping,Dairy Products,Cheeses
52,10267,FRANK,4,2013-07-29,2013-08-26,2013-08-06,1,208.58,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,40,14.7,50,0.0,Boston Crab Meat,24 - 4 oz tins,18.4,0,8,Speedy Express,Seafood,Seaweed and fish
53,10267,FRANK,4,2013-07-29,2013-08-26,2013-08-06,1,208.58,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,59,44.0,70,0.15,Raclette Courdavault,5 kg pkg.,55.0,0,4,Speedy Express,Dairy Products,Cheeses
54,10267,FRANK,4,2013-07-29,2013-08-26,2013-08-06,1,208.58,Frankenversand,Peter Franken,Marketing Manager,München,Germany,Margaret Peacock,Sales Representative,New York,USA,8.0,76,14.4,15,0.15,Lakkaliköri,500 ml,18.0,0,1,Speedy Express,Beverages,"Soft drinks, coffees, teas, beers, and ales"
55,10268,GROSR,8,2013-07-30,2013-08-27,2013-08-02,3,66.29,GROSELLA-Restaurante,Manuel Pereira,Owner,Caracas,Venezuela,Laura Callahan,Sales Manager,New York,USA,2.0,29,99.0,10,0.0,Thüringer Rostbratwurst,50 bags x 30 sausgs.,123.79,1,6,Federal Shipping,Meat & Poultry,Prepared meats
56,10268,GROSR,8,2013-07-30,2013-08-27,2013-08-02,3,66.29,GROSELLA-Restaurante,Manuel Pereira,Owner,Caracas,Venezuela,Laura Callahan,Sales Manager,New York,USA,2.0,72,27.8,4,0.0,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,Federal Shipping,Dairy Products,Cheeses
57,10269,WHITC,5,2013-07-31,2013-08-14,2013-08-09,1,4.56,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Steven Buchanan,Sales Manager,London,UK,2.0,33,2.0,60,0.05,Geitost,500 g,2.5,0,4,Speedy Express,Dairy Products,Cheeses
58,10269,WHITC,5,2013-07-31,2013-08-14,2013-08-09,1,4.56,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Steven Buchanan,Sales Manager,London,UK,2.0,72,27.8,20,0.05,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,Speedy Express,Dairy Products,Cheeses
59,10270,WARTH,1,2013-08-01,2013-08-29,2013-08-02,1,136.54,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Nancy Davolio,Sales Representative,New York,USA,8.0,36,15.2,30,0.0,Inlagd Sill,24 - 250 g  jars,19.0,0,8,Speedy Express,Seafood,Seaweed and fish
60,10270,WARTH,1,2013-08-01,2013-08-29,2013-08-02,1,136.54,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Nancy Davolio,Sales Representative,New York,USA,8.0,43,36.8,25,0.0,Ipoh Coffee,16 - 500 g tins,46.0,0,1,Speedy Express,Beverages,"Soft drinks, coffees, teas, beers, and ales"
61,10271,SPLIR,6,2013-08-01,2013-08-29,2013-08-30,2,4.54,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,Lander,USA,Michael Suyama,Sales Representative,London,UK,5.0,33,2.0,24,0.0,Geitost,500 g,2.5,0,4,United Package,Dairy Products,Cheeses
62,10272,RATTC,6,2013-08-02,2013-08-30,2013-08-06,2,98.03,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Michael Suyama,Sales Representative,London,UK,5.0,20,64.8,6,0.0,Sir Rodney's Marmalade,30 gift boxes,81.0,0,3,United Package,Confections,"Desserts, candies, and sweet breads"
63,10272,RATTC,6,2013-08-02,2013-08-30,2013-08-06,2,98.03,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Michael Suyama,Sales Representative,London,UK,5.0,31,10.0,40,0.0,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,United Package,Dairy Products,Cheeses
64,10272,RATTC,6,2013-08-02,2013-08-30,2013-08-06,2,98.03,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Michael Suyama,Sales Representative,London,UK,5.0,72,27.8,24,0.0,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,United Package,Dairy Products,Cheeses
65,10273,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8.0,10,24.8,24,0.05,Ikura,12 - 200 ml jars,31.0,0,8,Federal Shipping,Seafood,Seaweed and fish
66,10273,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8.0,31,10.0,15,0.05,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,4,Federal Shipping,Dairy Products,Cheeses
67,10273,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8.0,33,2.0,20,0.0,Geitost,500 g,2.5,0,4,Federal Shipping,Dairy Products,Cheeses
68,10273,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8.0,40,14.7,60,0.05,Boston Crab Meat,24 - 4 oz tins,18.4,0,8,Federal Shipping,Seafood,Seaweed and fish
69,10273,QUICK,3,2013-08-05,2013-09-02,2013-08-12,3,76.07,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Janet Leverling,Sales Representative,New York,USA,8.0,76,14.4,33,0.05,Lakkaliköri,500 ml,18.0,0,1,Federal Shipping,Beverages,"Soft drinks, coffees, teas, beers, and ales"
70,10274,VINET,6,2013-08-06,2013-09-03,2013-08-16,1,6.01,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Reims,France,Michael Suyama,Sales Representative,London,UK,5.0,71,17.2,20,0.0,Flotemysost,10 - 500 g pkgs.,21.5,0,4,Speedy Express,Dairy Products,Cheeses
71,10274,VINET,6,2013-08-06,2013-09-03,2013-08-16,1,6.01,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,Reims,France,Michael Suyama,Sales Representative,London,UK,5.0,72,27.8,7,0.0,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,4,Speedy Express,Dairy Products,Cheeses
72,10275,MAGAA,1,2013-08-07,2013-09-04,2013-08-09,1,26.93,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Nancy Davolio,Sales Representative,New York,USA,8.0,24,3.6,12,0.05,Guarana Fantastica,12 - 355 ml cans,4.5,1,1,Speedy Express,Beverages,"Soft drinks, coffees, teas, beers, and ales"
73,10275,MAGAA,1,2013-08-07,2013-09-04,2013-08-09,1,26.93,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,Nancy Davolio,Sales Representative,New York,USA,8.0,59,44.0,6,0.05,Raclette Courdavault,5 kg pkg.,55.0,0,4,Speedy Express,Dairy Products,Cheeses
74,10276,TORTU,8,2013-08-08,2013-08-22,2013-08-14,3,13.84,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Laura Callahan,Sales Manager,New York,USA,2.0,10,24.8,15,0.0,Ikura,12 - 200 ml jars,31.0,0,8,Federal Shipping,Seafood,Seaweed and fish
75,10276,TORTU,8,2013-08-08,2013-08-22,2013-08-14,3,13.84,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico City,Mexico,Laura Callahan,Sales Manager,New York,USA,2.0,13,4.8,10,0.0,Konbu,2 kg box,6.0,0,8,Federal Shipping,Seafood,Seaweed and fish
76,10277,MORGK,2,2013-08-09,2013-09-06,2013-08-13,3,125.77,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Andrew Fuller,Vice President Sales,New York,USA,,28,36.4,20,0.0,Rössle Sauerkraut,25 - 825 g cans,45.6,1,7,Federal Shipping,Produce,Dried fruit and bean curd
77,10277,MORGK,2,2013-08-09,2013-09-06,2013-08-13,3,125.77,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Leipzig,Germany,Andrew Fuller,Vice President Sales,New York,USA,,62,39.4,12,0.0,Tarte au sucre,48 pies,49.3,0,3,Federal Shipping,Confections,"Desserts, candies, and sweet breads"
78,10278,BERGS,8,2013-08-12,2013-09-09,2013-08-16,2,92.69,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Laura Callahan,Sales Manager,New York,USA,2.0,44,15.5,16,0.0,Gula Malacca,20 - 2 kg bags,19.45,0,2,United Package,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
79,10278,BERGS,8,2013-08-12,2013-09-09,2013-08-16,2,92.69,Berglunds snabbköp,Christina Berglund,Order Administrator,Luleå,Sweden,Laura Callahan,Sales Manager,New York,USA,2.0,59,44.0,15,0.0,Raclette Courdavault,5 kg pkg.,55.0,0,4,United Package,Dairy Products,Cheeses
